"Time Stamp",ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6932002,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
6947005,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
7002017,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7012019,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7032023,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
7042026,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
7047027,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
7062030,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
7102038,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7112040,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7132045,00000011,false,Rx,0,4,00,69,00,F8,00,00,00,00
7147048,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
7202060,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7212062,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7232066,00000011,false,Rx,0,4,00,6B,00,F8,00,00,00,00
7242068,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
7247069,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
7262072,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
7302081,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7312083,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7332087,00000011,false,Rx,0,4,00,70,00,F8,00,00,00,00
7347090,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
7402102,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7412104,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7432108,00000011,false,Rx,0,4,00,73,00,F8,00,00,00,00
7442111,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
7447112,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
7462115,00000025,false,Rx,0,8,5E,55,F0,11,11,11,D1,FF
7502123,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7512125,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7532130,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
7547133,00000012,false,Rx,0,6,03,10,11,11,A4,00,00,00
7602145,00000001,false,Rx,0,2,5E,01,00,00,00,00,00,00
7612147,00000010,false,Rx,0,6,5E,21,FE,C0,99,99,00,00
7632151,00000011,false,Rx,0,4,00,6E,00,F8,00,00,00,00
7642153,00000004,false,Rx,0,2,43,FE,00,00,00,00,00,00
7647154,00000012,false,Rx,0,6,02,10,11,11,A4,00,00,00
